director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
Norman Jewison,Haley Joel Osment,Andrea Martin,Andrea Martin,Comedy Family Fantasy,bogus
Don Scardino,Steve Buscemi,Steve Carell,Steve Carell,Comedy,the incredible burt wonderstone
Mark Dindal,George Kennedy,Hal Holbrook,Hal Holbrook,Animation Comedy Family Fantasy Musical,cats don't dance
Tim Robbins,Bill Murray,Emily Watson,Emily Watson,Drama,cradle will rock
Steven Soderbergh,Tony Curran,Leland Orser,Leland Orser,Drama Mystery Thriller,the good german
Tom Reeve,Joan Plowright,Simon Callow,Simon Callow,Action Adventure Comedy Fantasy Romance,george and the dragon
Francis Ford Coppola,Harrison Ford,Robert Duvall,Robert Duvall,Drama War,apocalypse now
Nanette Burstein,Rob Riggle,Jim Gaffigan,Jim Gaffigan,Comedy Romance,going the distance
Stephen Herek,Alicia Witt,Jean Louisa Kelly,Jean Louisa Kelly,Drama Music,mr. holland's opus
Ariel Vromen,Gary Oldman,Doug Cockle,Doug Cockle,Action Crime Drama Mystery Sci-Fi Thriller,criminal
Sydney Pollack,Meryl Streep,Michael Kitchen,Michael Kitchen,Biography Drama Romance,out of africa
Robert Zemeckis,Denzel Washington,Nadine Velazquez,Nadine Velazquez,Drama Thriller,flight
Lewis Gilbert,Desmond Llewelyn,Lois Maxwell,Lois Maxwell,Action Adventure Sci-Fi Thriller,moonraker
Wes Anderson,Bill Murray,F. Murray Abraham,F. Murray Abraham,Adventure Comedy Crime Drama,the grand budapest hotel
Scott Hicks,Anthony Hopkins,Hope Davis,Hope Davis,Drama Mystery,hearts in atlantis
Frank Marshall,Julian Sands,Brian McNamara,Brian McNamara,Comedy Fantasy Horror Thriller,arachnophobia
Gregory Hoblit,Dennis Quaid,Noah Emmerich,Noah Emmerich,Crime Drama Mystery Sci-Fi Thriller,frequency
Paul Feig,Ed Begley Jr.,Zach Woods,Zach Woods,Action Comedy Fantasy Sci-Fi,ghostbusters
John Francis Daley,Chris Hemsworth,Beverly D'Angelo,Beverly D'Angelo,Adventure Comedy,vacation
Barry Sonnenfeld,Delroy Lindo,Jon Gries,Jon Gries,Comedy Crime Thriller,get shorty
Rob Marshall,Colm Feore,Jayne Eastwood,Jayne Eastwood,Comedy Crime Musical,chicago
Dennis Dugan,Steve Buscemi,Joey Lauren Adams,Joey Lauren Adams,Comedy Drama,big daddy
J.B. Rogers,Alyson Hannigan,Natasha Lyonne,Natasha Lyonne,Comedy,american pie 2
John Lasseter,Tom Hanks,Jim Varney,Jim Varney,Adventure Animation Comedy Family Fantasy,toy story
Jan de Bont,Keanu Reeves,Joe Morton,Joe Morton,Action Adventure Crime Thriller,speed
Michael Sucsy,Channing Tatum,Dillon Casey,Dillon Casey,Drama Romance,the vow
Tom Vaughan,Harrison Ford,Alan Ruck,Alan Ruck,Drama,extraordinary measures
Boaz Yakin,Ryan Gosling,Ethan Suplee,Ethan Suplee,Biography Drama Sport,remember the titans
John McTiernan,Scott Glenn,Courtney B. Vance,Courtney B. Vance,Action Adventure Thriller,the hunt for red october
Lee Daniels,Alex Pettyfer,Vanessa Redgrave,Vanessa Redgrave,Biography Drama,lee daniels' the butler
Rawson Marshall Thurber,Gary Cole,Joel David Moore,Joel David Moore,Comedy Sport,dodgeball: a true underdog story
Barry Sonnenfeld,Anjelica Huston,Carel Struycken,Carel Struycken,Comedy Fantasy,the addams family
Steve Oedekerk,Bruce Spence,Sophie Okonedo,Sophie Okonedo,Adventure Comedy,ace ventura: when nature calls
Garry Marshall,Anne Hathaway,Heather Matarazzo,Heather Matarazzo,Comedy Family Romance,the princess diaries
Hugh Wilson,Stockard Channing,Stephen Collins,Stephen Collins,Comedy,the first wives club
David Fincher,Morgan Freeman,Reg E. Cathey,Reg E. Cathey,Crime Drama Mystery Thriller,se7en
Neill Blomkamp,Sharlto Copley,Jason Cope,Jason Cope,Action Sci-Fi Thriller,district 9
Stephen Hillenburg,Scarlett Johansson,Rodger Bumpass,Rodger Bumpass,Adventure Animation Comedy Family Fantasy,the spongebob squarepants movie
Clint Eastwood,John Doman,Tom Guiry,Tom Guiry,Crime Drama Mystery Thriller,mystic river
Clint Eastwood,Clint Eastwood,Mike Colter,Mike Colter,Drama Sport,million dollar baby
Harold Ramis,Robert De Niro,Molly Shannon,Molly Shannon,Comedy Crime,analyze this
Nick Cassavetes,Ryan Gosling,Gena Rowlands,Gena Rowlands,Drama Romance,the notebook
Anne Fletcher,Judy Greer,Yetta Gottesman,Yetta Gottesman,Comedy Romance,27 dresses
Peter Chelsom,Emily Osment,Moises Arias,Moises Arias,Comedy Drama Family Music Romance,hannah montana: the movie
Stig Bergqvist,Elizabeth Daily,Debbie Reynolds,Debbie Reynolds,Adventure Animation Comedy Family Romance,rugrats in paris: the movie
Barbra Streisand,George Carlin,Melinda Dillon,Melinda Dillon,Drama Romance,the prince of tides
Edward Zwick,Anthony Hopkins,Julia Ormond,Julia Ormond,Drama Romance War Western,legends of the fall
Jason Reitman,J.K. Simmons,Chris Lowell,Chris Lowell,Drama Romance,up in the air
Alexander Payne,Hope Davis,Howard Hesseman,Howard Hesseman,Comedy Drama,about schmidt
Jonathan Levine,Cory Hardrict,Daniel Rindress-Kay,Daniel Rindress-Kay,Comedy Horror Romance,warm bodies
Rian Johnson,Joseph Gordon-Levitt,Tracie Thoms,Tracie Thoms,Action Crime Drama Sci-Fi Thriller,looper
Chris Weitz,Chazz Palminteri,Wanda Sykes,Wanda Sykes,Comedy Fantasy,down to earth
Chris Noonan,Miriam Margolyes,Roscoe Lee Browne,Roscoe Lee Browne,Comedy Drama Family,babe
David Frankel,Meryl Streep,Jean Smart,Jean Smart,Comedy Drama Romance,hope springs
Nicholas Stoller,Mila Kunis,Maria Thayer,Maria Thayer,Comedy Drama Romance,forgetting sarah marshall
unknown,Zach Gilford,Scott Porter,Scott Porter,Drama Sport,friday night lights            
John Singleton,Josh Charles,Fionnula Flanagan,Fionnula Flanagan,Action Crime Drama Mystery Thriller,four brothers
Michael McCullers,Tina Fey,Romany Malco,Romany Malco,Comedy Romance,baby mama
Forest Whitaker,Bill Cobbs,Gena Rowlands,Gena Rowlands,Drama Romance,hope floats
Gary Winick,Anne Hathaway,Candice Bergen,Candice Bergen,Comedy Romance,bride wars
Steven Brill,Antony Starr,Bonnie Somerville,Bonnie Somerville,Adventure Comedy Mystery,without a paddle
Gary Winick,Jennifer Garner,Christa B. Allen,Christa B. Allen,Comedy Fantasy Romance,13 going on 30
Woody Allen,Kurt Fuller,Nina Arianda,Nina Arianda,Comedy Fantasy Romance,midnight in paris
Peter Lepeniotis,Liam Neeson,Sarah Gadon,Sarah Gadon,Adventure Animation Comedy Family,the nut job
Ted Demme,Johnny Depp,Jordi Mollà,Jordi Mollà,Biography Crime Drama,blow
Luis Mandoki,Robin Wright,Raphael Sbarge,Raphael Sbarge,Drama Romance,message in a bottle
William Shatner,Leonard Nimoy,Walter Koenig,Walter Koenig,Action Adventure Sci-Fi Thriller,star trek v: the final frontier
John Schultz,Brenda Song,Anne Meara,Anne Meara,Comedy Family Fantasy Sport,like mike
Peter Segal,George Kennedy,Priscilla Presley,Priscilla Presley,Comedy Crime,naked gun 33 1/3: the final insult
John Glen,Patrick Macnee,Tanya Roberts,Tanya Roberts,Action Adventure Thriller,a view to a kill
Steve Box,Mark Gatiss,Peter Sallis,Peter Sallis,Animation Comedy Family Mystery Sci-Fi,the curse of the were-rabbit
Richard LaGravenese,Gerard Butler,Nellie McKay,Nellie McKay,Drama Romance,p.s. i love you
Frederik Du Chau,Bruce Greenwood,M. Emmet Walsh,M. Emmet Walsh,Adventure Comedy Drama Family Sport,racing stripes
Joe Wright,Benedict Cumberbatch,Brenda Blethyn,Brenda Blethyn,Drama Mystery Romance War,atonement
Gary Winick,Vanessa Redgrave,Luisa Ranieri,Luisa Ranieri,Comedy Drama Romance,letters to juliet
Ridley Scott,Stephen Root,Kate Capshaw,Kate Capshaw,Action Crime Thriller,black rain
Bobby Farrelly,Kate Upton,Sean Hayes,Sean Hayes,Comedy,the three stooges
Tim Burton,Johnny Depp,Joanna Lumley,Joanna Lumley,Animation Drama Family Fantasy Musical Romance,corpse bride
James Gartner,Mehcad Brooks,Derek Luke,Derek Luke,Biography Drama Sport,glory road
Denis Villeneuve,Edgar Arreola,Daniel Kaluuya,Daniel Kaluuya,Action Crime Drama Mystery Thriller,sicario
Antoine Fuqua,Jake Gyllenhaal,Oona Laurence,Oona Laurence,Drama Sport,southpaw
Sam Raimi,Bojana Novakovic,Reggie Lee,Reggie Lee,Horror Thriller,drag me to hell
Lee Toland Krieger,Harrison Ford,Ellen Burstyn,Ellen Burstyn,Drama Fantasy Romance,the age of adaline
Tim McCanlies,Haley Joel Osment,Emmanuelle Vaugier,Emmanuelle Vaugier,Comedy Drama Family,secondhand lions
Jon M. Chu,Alyson Stoner,Facundo Lombard,Facundo Lombard,Drama Music Romance,step up 3d
John Stockwell,Faizon Love,Sanoe Lake,Sanoe Lake,Drama Romance Sport,blue crush
Marc Forster,Will Ferrell,Danny Rhodes,Danny Rhodes,Comedy Drama Fantasy Romance,stranger than fiction
David Slade,Danny Huston,Megan Franich,Megan Franich,Horror,30 days of night
Drew Goddard,Chris Hemsworth,Kristen Connolly,Kristen Connolly,Fantasy Horror Mystery Thriller,the cabin in the woods
Jason Friedberg,Carmen Electra,Method Man,Method Man,Comedy,meet the spartans
Martin Brest,Robert De Niro,Philip Baker Hall,Philip Baker Hall,Action Comedy Crime Thriller,midnight run
Paul Michael Glaser,Yaphet Kotto,Richard Dawson,Richard Dawson,Action Crime Sci-Fi Thriller,the running man
Frank Oz,Bill Murray,Tisha Campbell-Martin,Tisha Campbell-Martin,Comedy Horror Musical Sci-Fi,little shop of horrors
Joe Wright,Jessica Barden,John Macmillan,John Macmillan,Action Drama Thriller,hanna
unknown,Zach Gilford,Liam James,Liam James,Drama Mystery,the family            
John R. Leonetti,Brian Thompson,Robin Shou,Robin Shou,Action Adventure Fantasy Sci-Fi Thriller,mortal kombat: annihilation
Tom Hanks,Tom Hanks,Randall Park,Randall Park,Comedy Drama Romance,larry crowne
Kimberly Peirce,Chloë Grace Moretz,Portia Doubleday,Portia Doubleday,Drama Fantasy Horror,carrie
Liz Friedlander,Alfre Woodard,Jasika Nicole,Jasika Nicole,Drama Music,take the lead
unknown,Debi Mazar,Kevin Dillon,Kevin Dillon,Comedy Drama,entourage            
Phil Joanou,Dwayne Johnson,Kevin Dunn,Kevin Dunn,Crime Drama Sport,gridiron gang
Sam Weisman,Bernie Mac,Richard Schiff,Richard Schiff,Comedy Crime,what's the worst that could happen?
Shane Acker,Martin Landau,Tom Kane,Tom Kane,Action Adventure Animation Drama Mystery Sci-Fi Thriller,9
Steven Soderbergh,Channing Tatum,Katie Lowes,Katie Lowes,Crime Drama Thriller,side effects
Martha Coolidge,Devin Ratray,Luke Mably,Luke Mably,Comedy Family Romance,the prince and me
Stephen J. Anderson,Craig Ferguson,Huell Howser,Huell Howser,Adventure Animation Comedy Family Musical,winnie the pooh
Troy Miller,Elden Henson,Cheri Oteri,Cheri Oteri,Comedy,dumb and dumberer: when harry met lloyd
Warren Beatty,Warren Beatty,Graham Beckel,Graham Beckel,Comedy Drama Romance,bulworth
Tate Taylor,Tika Sumpter,Aunjanue Ellis,Aunjanue Ellis,Biography Drama Music,get on up
Carl Franklin,Meryl Streep,Tom Everett Scott,Tom Everett Scott,Drama,one true thing
Brett Leonard,Denzel Washington,Traci Lords,Traci Lords,Action Crime Sci-Fi Thriller,virtuosity
Ivan Reitman,Rainn Wilson,Wanda Sykes,Wanda Sykes,Comedy Romance Sci-Fi,my super ex-girlfriend
Scott Derrickson,Olivia Munn,Edgar Ramírez,Edgar Ramírez,Horror Mystery Thriller,deliver us from evil
Alister Grierson,Ioan Gruffudd,Richard Roxburgh,Richard Roxburgh,Adventure Drama Thriller,sanctum
Nick Hurran,Holly Hunter,Dave Annable,Dave Annable,Comedy Drama Romance,little black book
Nicholas Stoller,Alison Brie,David Paymer,David Paymer,Comedy Romance,the five-year engagement
Charles Stone III,Bernie Mac,Paul Sorvino,Paul Sorvino,Comedy Drama Romance Sport,mr 3000
Paul Haggis,Olivia Wilde,Aisha Hinds,Aisha Hinds,Crime Drama Romance Thriller,the next three days
Kurt Wimmer,Milla Jovovich,Nick Chinlund,Nick Chinlund,Action Horror Sci-Fi Thriller,ultraviolet
Jean-François Richet,Brian Dennehy,Hugh Dillon,Hugh Dillon,Action Crime Drama Thriller,assault on precinct 13
Antoine Fuqua,Mira Sorvino,Patrick Kilpatrick,Patrick Kilpatrick,Action Crime Thriller,the replacement killers
Kevin Hooks,Salma Hayek,Will Patton,Will Patton,Action Adventure Crime Drama Romance,fled
Ellory Elkayem,Scarlett Johansson,Riley Smith,Riley Smith,Action Comedy Horror,eight legged freaks
Edward Zwick,Jake Gyllenhaal,Judy Greer,Judy Greer,Comedy Drama Romance,love & other drugs
Jon Avnet,Al Pacino,Deborah Kara Unger,Deborah Kara Unger,Crime Drama Mystery Thriller,88 minutes
Niki Caro,Jeremy Renner,Sissy Spacek,Sissy Spacek,Drama,north country
Howard Deutch,Bruce Willis,Natasha Henstridge,Natasha Henstridge,Comedy Crime Thriller,the whole ten yards
Vincenzo Natali,Sarah Polley,Delphine Chanéac,Delphine Chanéac,Drama Horror Sci-Fi,splice
Willard Huyck,Lea Thompson,Jordan Prentice,Jordan Prentice,Action Adventure Comedy Romance Sci-Fi,howard the duck
Gavin O'Connor,Jennifer Ehle,Frank Grillo,Frank Grillo,Crime Drama Thriller,pride and glory
Bruce Hunt,Eddie Cibrian,Marcel Iures,Marcel Iures,Adventure Horror Thriller,the cave
Rob Reiner,David Paymer,Robert Costanzo,Robert Costanzo,Comedy Romance,alex & emma
Paul McGuigan,Jessica Paré,Mark Camacho,Mark Camacho,Drama Mystery Romance Thriller,wicker park
Craig Gillespie,Grace Phipps,Sandra Vergara,Sandra Vergara,Comedy Horror,fright night
Terrence Malick,Christian Bale,Wes Studi,Wes Studi,Biography Drama History Romance,the new world
Chris Roberts,Saffron Burrows,Jürgen Prochnow,Jürgen Prochnow,Action Adventure Sci-Fi,wing commander
Neil Jordan,Robert Downey Jr.,Paul Guilfoyle,Paul Guilfoyle,Drama Fantasy Thriller,in dreams
James Wong,Ian Whyte,Randall Duk Kim,Randall Duk Kim,Action Adventure Fantasy Sci-Fi Thriller,dragonball: evolution
Jee-woon Kim,Zach Gilford,Christiana Leucas,Christiana Leucas,Action Crime Thriller,the last stand
Nick Hamm,Robert De Niro,Munro Chambers,Munro Chambers,Drama Horror Sci-Fi Thriller,godsend
Andy Cadiff,Annabella Sciorra,Terence Maynard,Terence Maynard,Comedy Romance,chasing liberty
Mike Disa,Amy Poehler,Cheech Marin,Cheech Marin,Animation Comedy Family,hoodwinked too! hood vs. evil
Lasse Hallström,Morgan Freeman,Lynda Boyd,Lynda Boyd,Drama,an unfinished life
Terry Gilliam,Andrew Garfield,Verne Troyer,Verne Troyer,Adventure Fantasy Mystery,the imaginarium of doctor parnassus
Richard J. Lewis,Mark Addy,Paul Gross,Paul Gross,Comedy Drama,barney's version
unknown,Ólafur Darri Ólafsson,Björn Hlynur Haraldsson,Björn Hlynur Haraldsson,Crime Drama Thriller,trapped            
Brad Furman,Justin Timberlake,David Costabile,David Costabile,Crime Thriller,runner runner
Peter Howitt,Tyler Labine,Ned Bellamy,Ned Bellamy,Action Crime Drama Thriller,antitrust
Edward Zwick,Denzel Washington,Matthew Broderick,Matthew Broderick,Drama History War,glory
Sergio Leone,Robert De Niro,Treat Williams,Treat Williams,Crime Drama,once upon a time in america
Niels Arden Oplev,Dominic Cooper,James Biberi,James Biberi,Action Crime Drama Thriller,dead man down
Michael Radford,Al Pacino,Kris Marshall,Kris Marshall,Drama Romance,the merchant of venice
Neil Jordan,Emir Kusturica,Tchéky Karyo,Tchéky Karyo,Action Crime Drama Romance Thriller,the good thief
Steve Boyum,Channing Tatum,Steve Howey,Steve Howey,Action Drama Romance Sport,supercross
Chris Noonan,Emily Watson,Lucy Boynton,Lucy Boynton,Biography Drama Romance,miss potter
Kaige Chen,Dong-gun Jang,Nicholas Tse,Nicholas Tse,Action Drama Fantasy,the promise
Corey Yuen,Steve Howey,Sarah Carter,Sarah Carter,Action Adventure,doa: dead or alive
Andrew Dominik,Brad Pitt,Sam Shepard,Sam Shepard,Biography Crime Drama History Western,the assassination of jesse james by the coward robert ford
Li Zhang,Bingbing Li,Jaycee Chan,Jaycee Chan,Action Adventure Drama History War,1911
Laurent Tirard,Louise Bourgoin,Kad Merad,Kad Merad,Comedy Family,little nicholas
Simon West,Jason Statham,Jason Alexander,Jason Alexander,Action Crime Drama Thriller,wild card
Marc Forster,Gerard Butler,Kathy Baker,Kathy Baker,Action Biography Crime Drama,machine gun preacher
Reinhard Klooss,Jim Broadbent,James Corden,James Corden,Animation Comedy Family,animals united
Bille August,Terry Pheto,Tyrone Keogh,Tyrone Keogh,Biography Drama History,the color of freedom
Frédéric Auburtin,Fisher Stevens,Jemima West,Jemima West,Drama History Sport,united passions
Olivier Dahan,Paz Vega,Derek Jacobi,Derek Jacobi,Biography Drama Romance,grace of monaco
Maksim Fadeev,Konstantin Khabenskiy,Sergey Garmash,Sergey Garmash,Adventure Animation Fantasy,a warrior's tail
Liliana Cavani,Ray Winstone,Chiara Caselli,Chiara Caselli,Crime Drama Mystery Thriller,ripley's game
Greg Tiernan,James Franco,Anders Holm,Anders Holm,Adventure Animation Comedy Fantasy,sausage party
Elizabeth Banks,Anna Kendrick,Hana Mae Lee,Hana Mae Lee,Comedy Music,pitch perfect 2
James Mangold,Sandra Ellis Lafferty,Tyler Hilton,Tyler Hilton,Biography Drama Music Romance,walk the line
unknown,Amanda Schull,Tom Noonan,Tom Noonan,Adventure Drama Mystery Sci-Fi Thriller,12 monkeys            
Edward Norton,Lisa Edelstein,Anne Bancroft,Anne Bancroft,Comedy Drama Romance,keeping the faith
Peter Hewitt,Jim Broadbent,Mark Williams,Mark Williams,Adventure Comedy Family Fantasy,the borrowers
Ron Howard,Toby Jones,Oliver Platt,Oliver Platt,Drama,frost/nixon
George Clooney,Dick Clark,Jennifer Hall,Jennifer Hall,Biography Comedy Crime Drama Romance Thriller,confessions of a dangerous mind
Reginald Hudlin,Matthew Perry,Vincent Pastore,Vincent Pastore,Comedy Romance,serving sara
Ben Falcone,Peter Dinklage,Ben Falcone,Ben Falcone,Comedy,the boss
Richard Attenborough,Denzel Washington,Penelope Wilton,Penelope Wilton,Biography Drama History,cry freedom
Lawrence Kasdan,Zooey Deschanel,Mary McDonnell,Mary McDonnell,Comedy Drama,mumford
Don Mancini,Jason Flemyng,Hannah Spearritt,Hannah Spearritt,Comedy Fantasy Horror Thriller,seed of chucky
John Maybury,Jennifer Jason Leigh,Angel Coulby,Angel Coulby,Drama Mystery Sci-Fi Thriller,the jacket
Ron Clements,Robin Williams,Scott Weinger,Scott Weinger,Adventure Animation Comedy Family Fantasy Musical Romance,aladdin
F. Gary Gray,Aldis Hodge,R. Marcos Taylor,R. Marcos Taylor,Biography Crime Drama History Music,straight outta compton
Steven Spielberg,Harrison Ford,Kate Capshaw,Kate Capshaw,Action Adventure,indiana jones and the temple of doom
Igor Kovalyov,Elizabeth Daily,Christine Cavanaugh,Christine Cavanaugh,Adventure Animation Comedy Drama Family Musical,the rugrats movie
Lee Tamahori,Morgan Freeman,Monica Potter,Monica Potter,Crime Drama Thriller,along came a spider
Stephen Frears,Meryl Streep,John Sessions,John Sessions,Biography Comedy Drama Music Romance,florence foster jenkins
Robert Rodriguez,Johnny Depp,Enrique Iglesias,Enrique Iglesias,Action Crime Thriller,once upon a time in mexico
John McTiernan,Alan Rickman,Reginald VelJohnson,Reginald VelJohnson,Action Thriller,die hard
David Wain,Joe Lo Truglio,Bobb'e J. Thompson,Bobb'e J. Thompson,Comedy,role models
Adam McKay,Ryan Gosling,Charlie Talbert,Charlie Talbert,Biography Comedy Drama History,the big short
Ang Lee,Imelda Staunton,Demetri Martin,Demetri Martin,Comedy Drama Music,taking woodstock
Gavin O'Connor,Eddie Cahill,Kenneth Mitchell,Kenneth Mitchell,Biography Drama History Sport,miracle
Zack Snyder,Ty Burrell,Mekhi Phifer,Mekhi Phifer,Action Horror Thriller,dawn of the dead
Adam Shankman,Matthew McConaughey,Alex Rocco,Alex Rocco,Comedy Romance,the wedding planner
Shinji Aramaki,Shun Oguri,Haruma Miura,Haruma Miura,Adventure Animation Sci-Fi,harlock: space pirate
Wes Anderson,Bill Murray,Seymour Cassel,Seymour Cassel,Comedy Drama,the royal tenenbaums
James Mangold,Clea DuVall,Jake Busey,Jake Busey,Mystery Thriller,identity
Jon Turteltaub,Robert De Niro,Romany Malco,Romany Malco,Comedy Romance,last vegas
John Glen,Julian Glover,Desmond Llewelyn,Desmond Llewelyn,Action Adventure Thriller,for your eyes only
Peter Chelsom,Lilli Lavine,Ann Talman,Ann Talman,Comedy Romance,serendipity
Peter Hyams,Mia Sara,Gloria Reuben,Gloria Reuben,Action Crime Sci-Fi Thriller,timecop
Ben Stiller,Milla Jovovich,Will Ferrell,Will Ferrell,Comedy,zoolander
Lasse Hallström,David Lyons,Mimi Kirkland,Mimi Kirkland,Drama Romance Thriller,safe haven
Kenny Ortega,Vinessa Shaw,Larry Bagby,Larry Bagby,Comedy Family Fantasy,hocus pocus
Scott Hicks,Zoë Kravitz,Bob Balaban,Bob Balaban,Comedy Drama Romance,no reservations
Matthew Vaughn,Elizabeth McGovern,Michael Rispoli,Michael Rispoli,Action Comedy,kick-ass
Ruben Fleischer,Bianca Kajlich,Fred Ward,Fred Ward,Action Comedy Crime,30 minutes or less
